id,book_title,book_author,book_narrator,book_genre,book_year,book_length,book_publisher,image_link,amazon_link,amazon_price,goodreads
1504,Willpower Rediscovering the Greatest Human Strength ,"Roy F. Baumeister
John Tierney",,Psychology,September 1st 2011,291 pages,Penguin Press (first published January 1st 2011),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347857263l/11104933.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=11104933&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2615,You Can Be a Stock Market Genius ,Joel Greenblatt,,Economics,February 25th 1999,285 pages,Touchstone (first published March 1st 1997),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441536672l/116184._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=116184&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
172,101 Dalmations,Golden Books,,Childrens,,,Golden Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537813821l/42035403.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=42035403&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
166,The Three Little Pigs,"Jon Scieszka
Lane Smith",,Childrens,March 1st 1996,32 pages,Puffin Books (first published October 1989),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327884731l/125507.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=125507&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
11490,Why Does E=MC2,Brian Cox,,Science,July 1st 2009,265 pages,Da Capo Press (first published 2009),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328806949l/8531218.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=8531218&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2242,Mindhunter ,"John E. Douglas
Mark Olshaker",,Crime,August 1st 1996,397 pages,Pocket Books (first published October 31st 1995),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308169929l/126584.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=126584&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2429,The Moon Is Down ,John Steinbeck,,Fiction,November 30th 2000,144 pages,Penguin Classics (first published 1942),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327961310l/12722.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=12722&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
11462,Breaking the Habitof Being Yourself,Joe Dispenza,,Self Help,February 15th 2012,329 pages,Hay House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327784550l/12951631.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=12951631&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2433,The Mosquito ,Paul Theroux,,Fiction,June 1st 2006,384 pages,Mariner Books (first published 1981),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348949730l/130520.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=130520&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2441,The Revenge of Geography ,Robert D. Kaplan,,History,September 11th 2012,403 pages,"Random House, Inc.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386541369l/13330422.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=13330422&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2679,TTC - Mind-Body Medicine,,,,,,,,,,
588,"The Neuroscience of Change, A Compassion-Based Program for Personal Transformation ",Kelly McGonigal,,Psychology,May 1st 2012,6 pages,Sounds True (first published April 28th 2012),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355933289l/14361188.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=14361188&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2637,"The Essays of Warren Buffett, 4th Edition ",,,,,,,,,,
103,Disney's Dumbo,Walt Disney Company,,Childrens,September 14th 2004,24 pages,Golden/Disney (first published January 1st 1940),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320426193l/1298205.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=1298205&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
270,Stock Market Secrets Your Broker Won't Tell You ,,,,,,,,,,
1476,The Lion King ,Justine Korman Fontes,,Childrens,September 9th 2003,24 pages,Golden/Disney (first published January 1st 1994),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412442l/594361.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=594361&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2234,Invisible Man ,Ralph Ellison,,Classics,February 1st 1995,581 pages,Vintage (first published 1952),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556482805l/16981._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=16981&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2633,The Little Book of Common Sense Investing,John C. Bogle,,Economics,March 1st 2007,216 pages,John Wiley & Sons (first published January 1st 2007),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347673616l/171127.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=171127&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
1447,The Very Best of the Feynman Lectures - Richard Feynman,Richard P. Feynman,,Science,October 4th 2005,180 pages,Basic Books (first published October 3rd 2005),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388887537l/17275.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17275&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
229,Goldilocks & the Three Bears,Mo Willems,,Childrens,September 4th 2012,40 pages,Balzer + Bray,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335396879l/13617210.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=13617210&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2232,Investment Banking for Dummies ,Matthew Krantz,,Business,February 10th 2014,366 pages,For Dummies (first published January 1st 2014),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391307186l/17891495.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17891495&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
1561,The Sixth Extinction,Elizabeth Kolbert,,Nonfiction,February 11th 2014,336 pages,Henry Holt and Co. (Georg von Holtzbrinck),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372677697l/17910054.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17910054&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
3006,The Entrepreneurial State ,"Mariana Mazzucato
Carlota Pérez",,Economics,June 10th 2013,266 pages,Anthem Press (first published 2011),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369818314l/17987621.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17987621&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
11494,You Are the Placebo,Joe Dispenza,,Self Help,April 29th 2014,392 pages,"Hay House, Inc. (first published March 18th 2014)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401317947l/18051504.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=18051504&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
1997,A River in Darkness ,"Masaji Ishikawa
Risa Kobayashi
Martin Brown",,Nonfiction,January 1st 2018,174 pages,AmazonCrossing (first published 2000),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511377677l/35404398._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=35404398&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
843,Womens Liberation - The Marxist tradition ,,,,,,,,,,
1749,Theatre of War ,Justin Richards,,Media Tie In,May 1st 1994,326 pages,Virgin Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519082876l/678156._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=678156&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
139,Singing Success,Brett Manning,,,February 1st 2005,,"Singing Success, Inc.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358504114l/9088592.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=9088592&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2024,Asia's Cauldron ,Robert D. Kaplan,,History,March 25th 2014,256 pages,Random House (first published January 1st 2014),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393226611l/18770412.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=18770412&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
514,Orange is the New Black My Year in a Women's Prison,Piper Kerman,,Nonfiction,April 6th 2010,322 pages,Random House LLC,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493304768l/34998294._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=34998294&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11502,"Choose the Life You Want, The Mindful Way to Happiness ",Tal Ben-Shahar,,Self Help,March 18th 2014,305 pages,The Experiment (first published January 1st 2009),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385455960l/18959832.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=18959832&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11482,The Pirate World,Jay Bahadur,,Nonfiction,July 19th 2011,300 pages,Pantheon (first published July 1st 2011),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320563032l/11657179.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=11657179&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
217,The Tortoise and the Hare,Jerry Pinkney,,Childrens,October 1st 2013,40 pages,"Little, Brown Books for Young Readers (first published September 1st 2013)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361746193l/17333246.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17333246&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
1372,The Catcher in the Rye,J.D. Salinger,,Classics,January 30th 2001,277 pages,Back Bay Books (first published July 16th 1951),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300l/5107.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=5107&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
3012,Seeing like a State ,James C. Scott,,Politics,1998,445 pages,Yale University Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563058549l/20186._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=20186&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
450,Relentless ,"Francis Chan
Danae Yankoski
Chris Tomlin",,Christian,May 1st 2008,187 pages,David C. Cook (first published 2008),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328763220l/3206011.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=3206011&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
1563,"The Snowball, Warren Buffett and the Business of Life ",Alice Schroeder,,Biography,September 29th 2008,960 pages,Bantam (first published 2008),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320458276l/2054761.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=2054761&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2608,"Trading, Investing, Personal Finance, Selling ",William Wyatt,,Currency,,57 pages,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392136500l/20782961.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=20782961&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
130,Sparky's Magic Piano,Various,,,October 31st 2002,,Naxos AudioBooks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394360412l/21036682.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=21036682&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2005,Learn How to Sing Speech Level ,,,,,,,,,,
11512,Playing Dead ,Harlan Coben,,Mystery,March 1st 1993,452 pages,S.P.I. Books (first published May 1st 1990),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266497940l/215238.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=215238&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
160,Twas The Night Before Christmas,"Clement C. Moore
Matt Tavares",,Holiday,September 12th 2006,32 pages,Candlewick Press (first published December 23rd 1823),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320422253l/497461.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=497461&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2638,"Crash Proof, How to Profit from the Economic Collapse ","Peter D. Schiff
John Downes",,Economics,February 1st 2007,272 pages,John Wiley & Sons (first published January 1st 2007),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427907769l/22127.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=22127&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2397,Neil Gaiman Collection ,Neil Gaiman,,Audiobook,August 31st 2004,1 page,HarperFestival (first published 2004),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388209269l/22337.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=22337&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2649,TTC Audio - How the Stock Market Works ,,,,,,,,,,
1531,The Art of the Con ,"Arthur Conan Doyle
Anne Perry",,Classics,July 1st 2001,256 pages,Signet (first published August 1901),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355929358l/8921.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=8921&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
255,"Van Gogh, The Life ","Steven Naifeh
Gregory White Smith",,Art,January 1st 2012,950 pages,Random House (first published 2011),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411005913l/10677213.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=10677213&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
222,Happy ,Jenny Lawson,,Nonfiction,September 22nd 2015,329 pages,Flatiron Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523830369l/23848559.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=23848559&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11492,Writing Great Fiction Storytelling Tips and Techniques,James Hynes,,Language,November 14th 2014,24 pages,The Great Courses,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444405903l/24235595._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=24235595&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2660,A Beginners Guide to The Stock Market ,Matthew R. Kratter,,Economics,May 20th 2019,79 pages,Trader University,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558590675l/45996732._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=45996732&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
913,The City and the Stars ,Arthur C. Clarke,,Science Fiction,March 8th 2001,255 pages,Gollancz (first published October 1956),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340242824l/250024.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=250024&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
11458,Become a SuperLearner,Jonathan A. Levi,,Nonfiction,September 3rd 2019,130 pages,Lioncrest Publishing (first published September 2019),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567465522l/49687098._SX318_SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=49687098&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2943,Trading in the Zone ,"Mark Douglas
Thom Hartle",,Economics,January 1st 2001,240 pages,Prentice Hall Press (first published April 1st 2000),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387608367l/253516.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=253516&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2907,The Mystery Method Interview Series,,,,,,,,,,
2659,"Beating the Workplace Bully, A Tactical Guide to Taking Charge ",Lynne Curry,,Self Help,January 6th 2016,256 pages,AMACOM,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433270797l/25645203._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=25645203&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
831,News of the World ,Paulette Jiles,,Historical,October 4th 2016,209 pages,William Morrow (first published March 29th 2016),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440342988l/25817493.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=25817493&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11526,"The Age of Surveillance Capitalism, The Fight for a Human Future at the New Frontier of Power",Shoshana Zuboff,,Nonfiction,January 15th 2019,691 pages,PublicAffairs (first published May 22nd 2018),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521733914l/26195941._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=26195941&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2605,To Kill A Mockingbird ,Harper Lee,,Fiction,July 14th 2015,278 pages,HarperCollins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451442088l/24817626.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=24817626&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2858,Memory- Tricks of the Mind ,,,,,,,,,,
681,Hypnosis- Tricks of the Mind ,,,,,,,,,,
1737,Hillbilly Elegy ,J.D. Vance,,Nonfiction,June 28th 2016,257 pages,Harper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463569814l/27161156.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=27161156&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11468,Hugo Award Winning Novel Collection,,,,,,,,,,
1015,A Field Guide To Lies ,Daniel J. Levitin,,Nonfiction,September 6th 2016,292 pages,Dutton,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458497081l/28504537.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=28504537&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
11504,"Design a Better Business, New Tools, Skills, and Mindset for Strategy and Innovation ","Patrick van der Pijl
Justin Lokitz
Lisa Kay Solomon
Erik van der Pluijm
Maarten van Lieshout",,Business,September 13th 2016,272 pages,Wiley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471278428l/29156271._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=29156271&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
598,"Pre-Suasion, A Revolutionary Way to Influence and Persuade",Robert B. Cialdini,,Psychology,September 6th 2016,432 pages,Simon Schuster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468786982l/29238799.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=29238799&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
1420,"Oxford Very Short Introduction, 30 Courses ",,,,,,,,,,
2881,Star Wars Movie Novelizations ,"Patricia C. Wrede
Ryder Windham
George Lucas",,Media Tie In,October 1st 2007,0 pages,Scholastic Inc. (first published October 1st 2005),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328842989l/294661.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=294661&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
136,Learn How to Sing Speech Level,,,,,,,,,,
687,Covert Hypnosis Course ,Kevin Hogan,,,,,Network 3000 Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461479965l/29987037._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=29987037&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
677,"Hypnosis Beginners Guide Learn How to Use Hypnosis to Relieve Stress, Anxiety, Depression and Become Happier ",Richard Cooper,,,May 11th 2016,68 pages,Createspace Independent Publishing Platform,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463563756l/30217430.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=30217430&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
213,The Longest Winter ,Alex Kershaw,,History,November 22nd 2004,344 pages,Da Capo Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387740265l/1312031.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=1312031&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11476,"Rising Star, The Making of Barack Obama",David J. Garrow,,Biography,May 9th 2017,1472 pages,William Morrow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493965835l/31449002._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=31449002&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
478,"Our Revolution, A Future to Believe In ",Bernie Sanders,,Politics,November 15th 2016,,MacMillan Audio,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473400422l/31741420._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=31741420&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2236,Captivate The Science of Succeeding with People ,Vanessa Van Edwards,,Psychology,April 25th 2017,320 pages,Portfolio,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489777793l/31868165._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=31868165&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
418,A Clergyman's Daughter,George Orwell,,Fiction,October 3rd 2000,320 pages,Penguin Classics (first published 1935),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420079227l/319238.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=319238&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
190,Three Little Kittens,"Masha
Marie Simchow Stern",,Childrens,January 1st 1982,20 pages,Golden Books (first published January 1st 1942),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223263509l/327194.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=327194&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
3999,The Notorious Jumping Frog of Calaveras County - Mark Twain,Mark Twain,,Classics,January 1st 2009,160 pages,Pushkin Press (first published 1865),https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328696633l/2194905.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=2194905&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
1212,"Suggestible You The Curious Science of Your Brain's Ability to Deceive, Transform, and Heal ",Erik Vance,,Nonfiction,November 8th 2016,288 pages,National Geographic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478882434l/32944584._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=32944584&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
100,Winnie the Pooh and The Honey Tree,"Mary Packard
Russell Hicks
A.A. Milne",,Childrens,1998,23 pages,Golden Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562290396l/1088284._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=1088284&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
