id,book_title,book_author,book_narrator,book_genre,book_year,book_length,book_publisher,image_link,amazon_link,amazon_price,goodreads
2455,Factotum ,Charles Bukowski,,Fiction,May 31st 2002,208 pages,Ecco  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407706616l/497199.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=497199&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2013,At Terror Street and Agony Way,Charles Bukowski,,Poetry,July 1st 2000,,Ellipsis Arts  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328047976l/2525115.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=2525115&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2717,"Neither Bought For Gold, Nor To The Devil Sold- The Life And Hazardous Times Of Charles Bukowski",Keith Rodway,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495287922l/17315330._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17315330&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2016,Solid Citizen ,David Wishart,,Mystery,November 1st 2013,224 pages,Creme de la Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366275985l/17707251.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17707251&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2445,Uncensored ,"Legs McNeil
Gillian McCain",,Music,April 13th 2006,452 pages,Grove Press  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436668905l/14595._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=14595&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2922,Ham on Rye ,Charles Bukowski,,Fiction,July 29th 2014,288 pages,Ecco  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388195001l/38501.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=38501&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2646,Hollywood ,"Leah Remini
Rebecca Paley",,Nonfiction,November 3rd 2015,256 pages,Ballantine Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491248986l/26827675.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=26827675&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2648,Hot Water Music ,Charles Bukowski,,Fiction,May 31st 2002,224 pages,Ecco  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428126071l/50453.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=50453&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2926,"Human Diversity - The Biology of Gender, Race, and Class ",Charles Murray,,Science,January 28th 2020,528 pages,Twelve,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571543654l/48510255._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=48510255&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2025,The Trial of Henry Kissinger,Christopher Hitchens,,Politics,June 17th 2002,161 pages,Verso  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386749235l/43377.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=43377&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2029,Hitch 22 ,Christopher Hitchens,,Nonfiction,2010,435 pages,Twelve,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327906136l/7332753.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=7332753&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2940,Arguably  ,Christopher Hitchens,,Nonfiction,2011,816 pages,Signal,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426386037l/10383597.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=10383597&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2921,God is Not Great  ,Christopher Hitchens,,Nonfiction,2007,307 pages,Twelve,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411218313l/43369.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=43369&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2031,The Trial of Henry Kissinger  ,Christopher Hitchens,,Politics,June 17th 2002,161 pages,Verso  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386749235l/43377.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=43377&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2451,Mortality ,James Dashner,,Young Adult,October 8th 2013,308 pages,Delacorte Books for Young Readers  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358659346l/16279856.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=16279856&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2449,"Thomas Jefferson, Author of America ",Christopher Hitchens,,History,May 31st 2005,188 pages,Atlas Books/HarperCollins Publishers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924717l/43370.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=43370&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2027,Letters to a Young Contrarian,Christopher Hitchens,,Nonfiction,April 13th 2005,141 pages,Basic Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576449566l/503150._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=503150&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2028,And Yet... Essays ,Christopher Hitchens,,Writing,November 24th 2015,352 pages,Signal  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445791980l/26236816.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=26236816&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2375,The Missionary Position  ,Christopher Hitchens,,Nonfiction,April 17th 1997,98 pages,Verso  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435813400l/43372._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=43372&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
1996,The Portable Atheist  ,"Christopher Hitchens
Lucretius
Omar Khayyám
Thomas Hobbes
Baruch Spinoza
David Hume
James Boswell
Percy Bysshe Shelley






































",,Nonfiction,November 6th 2007,525 pages,Da Capo Press/Perseus Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435405001l/1566053._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=1566053&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2034,"Christopher Hitchens, Talk Shows, Debates and Interviews ",,,,,,,,,,
2771,Four Horsemen ,Laura Thalassa,,Romance,September 14th 2018,381 pages,CreateSpace  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537316666l/37769929.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=37769929&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2018,History is No Longer Taught ,,,,,,,,,,
2021,No One Left to Lie To - The Triangulations of William Jefferson Clinton,Christopher Hitchens,,Politics,April 17th 1999,122 pages,Verso  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437578446l/934590._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=934590&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2809,The Commonwealth Club ,"The Commonwealth Club of California
Thabo Mbeki
Mary McAleese
Mark Chassin
Edward Penhoet
Bob Edwards
Katherine Graham
Bill Joy







",,,2000,171 pages,The Commonwealth Club of California,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371548147l/18086056.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=18086056&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2789,The Enemy ,Lee Child,,Thriller,April 26th 2005,464 pages,Dell Publishing Company  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210939l/231562.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=231562&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2924,Thomas Paine's Rights of Man - A Biography ,Christopher Hitchens,,History,July 23rd 2007,158 pages,Atlantic Monthly Press  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442604229l/359154._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=359154&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2014,Why Americans Are Not Taught History ,Christopher Hitchens,,Nonfiction,1998,17 pages,Christopher Hitchens,,https://www.goodreads.com/buy_buttons/12/follow?book_id=52201746&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2015,How Money Became Dangerous ,"Christopher Varelas
Dan Stone",,Nonfiction,November 5th 2019,400 pages,Ecco,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543294225l/42902293.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=42902293&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
1998,Mindfck Cambridge Analytica and the Plot to Break America ,Christopher Wylie,,Nonfiction,October 8th 2019,288 pages,Random House/Penguin Random House LLC,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570129884l/52269471._SX318_SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=52269471&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2000,The Reactionary Mind,Corey Robin,,Politics,September 29th 2011,290 pages,"Oxford University Press, USA  ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348049597l/12390008.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=12390008&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2439,The End Is Always Near,Dan Carlin,,History,October 29th 2019,288 pages,William Collins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564561209l/49947205._SX318_SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=49947205&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2453,Wikinomics,"Don Tapscott
Anthony D. Williams",,Business,December 12th 2006,324 pages,Penguin Group  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580540270l/154341._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=154341&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2457,Dating Essentials for Men The Only Dating Guide You Will Ever Need,Robert A. Glover,,Self Help,,216 pages,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557412753l/45696555._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=45696555&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
130,How to Be a Dictator ,Frank Dikötter,,History,December 3rd 2019,304 pages,Bloomsbury Publishing  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576955831l/42972007._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=42972007&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
136,Contagious - Why Things Catch On ,Jonah Berger,,Business,March 5th 2013,210 pages,Simon Schuster  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376783352l/15801967.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=15801967&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
160,Beyond Good and Evil,"Friedrich Nietzsche
R.J. Hollingdale
Michael Tanner",,Philosophy,February 27th 2003,240 pages,Penguin Classics  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607391l/12321.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=12321&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
166,The Antichrist,"Tim LaHaye
Jerry B. Jenkins",,Christian Fiction,October 1st 2005,400 pages,Tyndale House Publishers  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390330711l/31157.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=31157&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
190,Twilight of the Idols,"Friedrich Nietzsche
Michael Tanner",,Philosophy,January 25th 1990,208 pages,Penguin Classics  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348303426l/43150.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=43150&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
217,On the Genealogy of Morals,"Friedrich Nietzsche
Douglas Smith",,Philosophy,February 25th 1999,208 pages,"Oxford University Press, USA  ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923909l/80449.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=80449&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
322,"Thus Spoke Zarathustra, A Book for All and None",Friedrich Nietzsche,,Philosophy,March 7th 2016,446 pages,Createspace Independent Publishing Platform  ,,https://www.goodreads.com/buy_buttons/12/follow?book_id=29531510&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
442,The Gay Science,"Friedrich Nietzsche
Walter Kaufmann",,Philosophy,January 12th 1974,398 pages,Random House  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374735026l/94578.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=94578&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
796,"Human, All Too Human A Book for Free Spirits","Friedrich Nietzsche
R.J. Hollingdale",,Philosophy,November 7th 1996,428 pages,Cambridge University Press  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416774903l/451565.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=451565&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
859,Untimely Considerations,,,,,,,,,,
1213,The Birth of Tragedy,"Friedrich Nietzsche
Michael Tanner
Shaun Whiteside",,Philosophy,November 27th 2003,160 pages,Penguin Classics  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429743385l/2823.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=2823&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
1273,The Will to Power An Attempted Transvaluation of All Values,"Friedrich Nietzsche
Anthony Mario Ludovici",,,November 1st 2017,172 pages,Createspace Independent Pub,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552734958l/44442261._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=44442261&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
1420,Googie Speaks Secrets of the World's Greatest ,Janet Lowe,,Business,April 22nd 2009,340 pages,Wiley,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394263181l/20115730.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=20115730&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
1447,The Nocturnal Brain,Guy Leschziner,,Nonfiction,July 23rd 2019,368 pages,St. Martin's Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560905389l/41150417.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=41150417&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
1618,Men on Strike ,Helen Smith,,Nonfiction,June 4th 2013,248 pages,Encounter Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366775883l/15985426.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=15985426&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
1896,"TTC  Will to Power, The Philosophy of Friedrich Nietzsche",,,,,,,,,,
1999,The Peregrine,Ransom Riggs,,Fantasy,January 14th 2020,279 pages,Dutton Books for Young Readers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572297878l/41556894._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=41556894&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2005,The Dharma Bums,Jack Kerouac,,Fiction,1986,244 pages,Penguin Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428986082l/412732.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=412732&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
2006,The Call of the Wild,"Jack London
Avi",,Classics,January 1st 2001,172 pages,Scholastic  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452291694l/1852.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=1852&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
2925,The Magician ,C.S. Lewis,,Fantasy,May 4th 2005,221 pages,HarperCollins Publishers  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814770l/65605.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=65605&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11856,Time Travel A History,James Gleick,,Science,September 27th 2016,304 pages,Pantheon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472314681l/28587584._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=28587584&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
11866,"A Collective Bargain, Unions, Organizing, and the Fight for Democracy ",Jane F. McAlevey,,Politics,January 7th 2020,304 pages,Ecco,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569441996l/44890068._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=44890068&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11868,"Blockchain 4-in-1 Bundle Blockchain, Smart Contracts, Investing in Ethereum, FinTech",Jeff Reed,,Science,,282 pages,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477386704l/32742033._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=32742033&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11872,Mindhunter ,"John E. Douglas
Mark Olshaker",,Crime,August 1st 1996,397 pages,Pocket Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308169929l/126584.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=126584&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11874,How Music Works ,David Byrne,,Music,September 12th 2012,345 pages,McSweeney's  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340792878l/13235689.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=13235689&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11876,Edison ,Edmund Morris,,Biography,October 22nd 2019,800 pages,Random House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565398126l/43984882.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=43984882&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11878,The Man Who Sold America,Joy-Ann Reid,,Politics,June 25th 2019,,HarperAudio,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559051229l/39808797._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=39808797&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
11880,A Personal Matter ,"Kenzaburō Ōe
John Nathan",,Fiction,January 13th 1994,165 pages,Grove Press  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328822587l/25191.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=25191&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11888,Bluebeard,Kurt Vonnegut Jr.,,Fiction,2011,318 pages,Dial Press Trade Paperback  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516339874l/9601.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=9601&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
11890,Breakfast of Champions,Kurt Vonnegut Jr.,,Fiction,May 1999,303 pages,Dell Publishing  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327934446l/4980.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=4980&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11894,Cats Cradle,Kurt Vonnegut Jr.,,Fiction,1999,306 pages,Penguin  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867150l/135479.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=135479&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11898,Deadeye Dick,Kurt Vonnegut Jr.,,Fiction,2010,271 pages,Dial Press  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515193617l/9598.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=9598&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11902,Jailbird,Kurt Vonnegut Jr.,,Fiction,January 12th 1999,310 pages,Dial Press Trade Paperback  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514676373l/4987.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=4987&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11904,Kurt Vonnegut Jr Audio Collection,Kurt Vonnegut Jr.,,Fiction,January 24th 1995,4 pages,Caedmon  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255827549l/9611.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=9611&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
11908,Player Piano,Kurt Vonnegut Jr.,,Fiction,September 2006,341 pages,Dial Press  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506301341l/9597._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=9597&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11910,Slaughterhouse-Five,Kurt Vonnegut Jr.,,Classics,January 12th 1999,275 pages,Dial Press  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389l/4981.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=4981&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
11914,The Sirens of Titan,Kurt Vonnegut Jr.,,Science Fiction,September 9th 1999,224 pages,Gollancz  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419363185l/4982.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=4982&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12222,Timequake,Kurt Vonnegut Jr.,,Fiction,August 6th 1998,219 pages,Vintage Classics  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405784951l/9594.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=9594&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12224,"That Will Never Work, The Birth of Netflix and the Amazing Life of an Idea ",Marc Randolph,,Business,September 17th 2019,336 pages,"Little, Brown and Company",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565067558l/44428950.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=44428950&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
